,"Graphics Card Database
Maintained by Nathan Mayer Since 2005",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,GPU Clockspeed*,Memory Clockspeed,Core Configuration*,GPU,Memory Size (MB),Buswidth (bits),Max Pixel Fillrate (MP/s),Max Texel Fillrate (MT/s),Max Shader Performance (MFLOPS),Max Bandwidth (MB/s),Vertex Proc.,"Max Vertices
(in millions)",DirectX Gen,Memory Type*,Process Size,Transistors,Bus Slot,Ext. Power,"Target Market
at Introduction","Year of
Release",Notes
Radeon HD 6450,"650, 750","1600(800), 3600(900)",160 SP; 8 TMU; 4 ROP,Caicos,512,64,3000,6000,240000,28800,160,7500,DX11,"DDR3,GDDR5",40nm,370m,PCIe2.1,no,Budget,2011,
Radeon HD 6570,650,"1600(800), 4000(1000)",480 SP; 24 TMU; 8 ROP,Turks,512-1024,128,5200,15600,624000,64000,480,19500,DX11,"DDR3,GDDR5",40nm,716m,PCIe2.1,no,Upper Budget,2011,1GB model uses DDR3 memory.
Radeon HD 6670,800,4000(1000),480 SP; 24 TMU; 8 ROP,Turks,1024,128,6400,19200,768000,64000,480,24000,DX11,GDDR5,40nm,716m,PCIe2.1,no,Upper Budget,2011,
Radeon HD 6750,700,4600(1150),720 SP; 36 TMU; 16 ROP,Juniper,512-1024,128,11200,25200,1008000,73600,720,25200,DX11,GDDR5,40nm,1.04b,PCIe2.1,6pin,Lower Mainstream,2011,
Radeon HD 6770,850,4800(1200),800 SP; 40 TMU; 16 ROP,Juniper,1024,128,13600,34000,1360000,76800,800,34000,DX11,GDDR5,40nm,1.04b,PCIe2.1,6pin,Mainstream,2011,
Radeon HD 6790,900,4200(1050),800 SP; 40 TMU; 16 ROP,Barts,1024,256,14400,36000,1440000,134400,800,45000,DX11,GDDR5,40nm,1.7b,PCIe2.1,6pin,Mainstream,2011,
Radeon HD 6850,775,4000(1000),960 SP; 48 TMU; 32 ROP,Barts,1024,256,24800,37200,1488000,128000,960,46500,DX11,GDDR5,40nm,1.7b,PCIe2.1,6pin,Upper Mainstream,2010,
Radeon HD 6870,900,4200(1050),1120 SP; 56 TMU; 32 ROP,Barts,1024,256,28800,50400,2016000,134400,1120,63000,DX11,GDDR5,40nm,1.7b,PCIe2.1,6pin(x2),Highend,2010,
Radeon HD 6930,750,4800(1200),1280 SP; 80 TMU; 32 ROP,Cayman,1024-2048,256,24000,60000,1920000,76800,1280,60000,DX11,GDDR5,40nm,2.64b,PCIe2.1,6pin(x2),Mainstream,2011,
Radeon HD 6950,800,5000(1250),1408 SP; 88 TMU; 32 ROP,Caymen,1024-2048,256,25600,70400,2252800,160000,1408,70400,DX11,GDDR5,40nm,2.64b,PCIe2.1,6pin(x2),Highend,2010,
Radeon HD 6970,880,5500(1375),1536 SP; 96 TMU; 32 ROP,Caymen,1024-2048,256,28160,84480,2703360,176000,1536,84480,DX11,GDDR5,40nm,2.64b,PCIe2.1,6+8pin,Highend,2010,
Radeon HD 6990,830,5000(1250),1536 SP; 96 TMU; 32 ROP(x2),Antilles,2048,256(x2),26560(x2),79680(x2),2549760(x2),160000(x2),1536(x2),79680(x2),DX11,GDDR5,40nm,2.64b(x2),PCIe2.1,8pin(x2),Enthusiast,2011,Dual GPU card.
Radeon HD 7350,650,1600(800),80 SP; 8 TMU; 4 ROP,Cedar,512-1024,64,2600,5200,104000,12800,80,2600,DX11,GDDR3,40nm,292m,PCIe2.1,no,OEM,2012,
Radeon HD 7450,625,1600(800),160 SP; 8 TMU; 4 ROP,Caicos,512-1024,64,2500,5000,200000,12800,160,6250,DX11,DDR3,40nm,370m,PCIe2.1,no,OEM,2012,
Radeon HD 7470,750,3600(900),160 SP; 8 TMU; 4 ROP,Caicos,512-1024,64,3000,6000,240000,28800,160,7500,DX11,GDDR5,40nm,370m,PCIe2.1,no,OEM,2012,
Radeon HD 7570,650,4000(1000),480 SP; 24 TMU; 8 ROP,Turks,512-1024,128,5200,15600,624000,64000,480,19500,DX11,"DDR3,GDDR5",40nm,716m,PCIe2.1,no,OEM,2012,1GB model uses DDR3 memory.
Radeon HD 7670,800,4000(1000),480 SP; 24 TMU; 8 ROP,Turks,512-1024,128,6400,19200,768000,640000,480,24000,DX11,GDDR5,40nm,716m,PCIe2.1,no,OEM,2012,
Radeon HD 7750,"800, 900",4500(1125),512 SP; 32 TMU; 16 ROP,Cape Verde,1024,128,14400,28800,921600,72000,512,28800,DX11.2,GDDR5,28nm,1.5b,PCIe3.0,no,Lower Mainstream,2012,
Radeon HD 7770 GHz Ed.,1000,4500(1125),640 SP; 40 TMU; 16 ROP,Cape Verde,1024,128,16000,40000,1280000,72000,640,40000,DX11.2,GDDR5,28nm,1.5b,PCIe3.0,6pin,Mainstream,2012,
Radeon HD 7790,1000,6000(1500),896 SP; 56 TMU; 16 ROP,Bonaire,1024-2048,128,16000,56000,1792000,96000,896,56000,DX11.2,GDDR5,28nm,2.08b,PCIe3.0,6pin,Mainstream,2013,
Radeon HD 7850,860,4800(1200),1024 SP; 64 TMU; 32 ROP,Pitcairn,2048,256,27520,55040,1761280,153600,1024,55040,DX11.2,GDDR5,28nm,2.8b,PCIe3.0,6pin,Upper Mainstream,2012,
Radeon HD 7870 GHz Ed.,1000,4800(1200),1280 SP; 80 TMU; 32 ROP,Pitcairn,2048,256,32000,80000,2560000,153600,1280,80000,DX11.2,GDDR5,28nm,2.8b,PCIe3.0,6pin(x2),Highend,2012,
Radeon HD 7870 XT,925-975,6000(1500),1536 SP; 96 TMU; 32 ROP,Tahiti,2048,256,31200,93600,2995200,192000,1536,93600,DX11.2,GDDR5,28nm,4.31b,PCIe3.0,6pin(x2),Upper Mainstream,2012,
Radeon HD 7950,800,5000(1250),1792 SP; 112 TMU; 32 ROP,Tahiti,3072,384,25600,89600,2867200,240000,1792,89600,DX11.2,GDDR5,28nm,4.31b,PCIe3.0,6pin(x2),Highend,2012,
Radeon HD 7950 Boost,850-925,5000(1250),1792 SP; 112 TMU; 32 ROP,Tahiti,3072,384,29600,103600,3315200,240000,1792,103600,DX11.2,GDDR5,23nm,4.31b,PCIe3.0,6pin(x2),Highend,2012,
Radeon HD 7970,925,5500(1375),2048 SP; 128 TMU; 32 ROP,Tahiti,3072,384,29600,118400,3788800,264000,2048,118400,DX11.2,GDDR5,28nm,4.31b,PCIe3.0,6+8pin,Enthusiast,2011,
Radeon HD 7970 GHz Ed.,1000-1050,6000(1500),2048 SP; 128 TMU; 32 ROP,Tahiti,3072,384,33600,128000,4096000,288000,2048,128000,DX11.2,GDDR5,28nm,4.31b,PCIe3.0,6+8pin,Enthusiast,2012,
Radeon HD 7990,"900, 1000","5500(1375), 6000(1500)",2048 SP; 128 TMU; 32 ROP(x2),Tahiti,3072,384(x2),32000(x2),128000(x2),4096000(x2),288000(x2),2048(x2),128000(x2),DX11.2,GDDR5,28nm,4.31b(x2),PCIe3.0,8pin(x3),Enthusiast,2013,
Radeon R7 240,730-780,"1800(900), 4600(1150)",320 SP; 20 TMU; 8 ROP,Oland,2048,128,6240,15600,499200,73600,320,15600,DX12,"DDR3,GDDR5",28nm,1.04b,PCIe3.0,no,Budget,2013,
Radeon R7 250,1000-1050,"1800(900), 4600(1150)",384 SP; 24 TMU; 8 ROP,Oland,1024-2048,128,8400,25200,806400,73600,384,25200,DX12,"DDR3,GDDR5",28nm,1.04b,PCIe3.0,no,Upper Budget,2013,
Radeon R7 250E,800,4500(1125),512 SP; 32 TMU; 16 ROP,Cape Verde,1024-2048,128,12800,25600,819200,72000,512,25600,DX12,GDDR5,28nm,1.5b,PCIe3.0,no,Upper Budget,2013,
Radeon R7 250X,1000,4500(1125),640 SP; 40 TMU; 16 ROP,Cape Verde,1024-2048,128,16000,40000,1280000,72000,640,40000,DX12,GDDR5,28nm,1.5b,PCIe3.0,6pin,Upper Budget,2014,
Radeon R7 260,1000,6000(1500),768 SP; 48 TMU; 16 ROP,Bonaire,1024-2048,128,16000,48000,1536000,96000,768,48000,DX12,GDDR5,28nm,2.08b,PCIe3.0,6pin,Lower Mainstream,2013,
Radeon R7 260X,1100,6500(1625),896 SP; 56 TMU; 16 ROP,Bonaire,2048,128,17600,61600,1971200,104000,896,61600,DX12,GDDR5,28nm,2.08b,PCIe3.0,6pin,Lower Mainstream,2013,
Radeon R7 265,900-925,5600(1400),1024 SP; 64 TMU; 32 ROP,Pitcairn,2048,256,29600,59200,1894400,179200,1024,59200,DX12,GDDR5,28nm,2.8b,PCIe3.0,6pin,Mainstream,2014,
Radeon R9 270,900-925,5600(1400),1280 SP; 80 TMU; 32 ROP,Pitcairn,2048,256,29600,74000,2368000,179200,1280,74000,DX12,GDDR5,28nm,2.8b,PCIe3.0,6pin(x2),Upper Mainstream,2013,
Radeon R9 270X,1000-1050,5600(1400),1280 SP; 80 TMU; 32 ROP,Pitcairn,2048,256,33600,84000,2688000,179200,1280,84000,DX12,GDDR5,28nm,2.8b,PCIe3.0,6pin(x2),Upper Mainstream,2013,
Radeon R9 280,827-933,5000(1250),1792 SP; 112 TMU; 32 ROP,Tahiti,3072,384,29856,104496,3343872,240000,1792,104496,DX12,GDDR5,28nm,4.31b,PCIe3.0,6+8pin,Upper Mainstream,2014,
Radeon R9 280X,850-1000,6000(1500),2048 SP; 128 TMU; 32 ROP,Tahiti,3072,384,32000,128000,4096000,288000,2048,128000,DX12,GDDR5,28nm,4.31b,PCIe3.0,6+8pin,Highend,2013,
Radeon R9 285,918,5500(1375),1792 SP; 112 TMU; 32 ROP,Tonga,2048-4096,256,29376,102816,3290112,176000,1792,102816,DX12,GDDR5,28nm,5b,PCIe3.0,6pin(x2),Upper Mainstream,2014,
Radeon R9 290,662-947,5000(1250),2560 SP; 160 TMU; 64 ROP,Hawaii,4096,512,60608,151520,4848640,320000,2560,151520,DX12,GDDR5,28nm,6.2b,PCIe3.0,6+8pin,Highend,2013,
Radeon R9 290X,727-1000,5000(1250),2816 SP; 176 TMU; 64 ROP,Hawaii,4096,512,64000,176000,5632000,320000,2816,176000,DX12,GDDR5,28nm,6.2b,PCIe3.0,6+8pin,Enthusiast,2013,
Radeon R9 295X2,1018,5000(1250),2816 SP; 176 TMU; 64 ROP(x2),Hawaii,4096,512(x2),65152(x2),179168(x2),5733376(x2),320000(x2),2816(x2),179168(x2),DX12,GDDR5,28nm,6.2b(x2),PCIe3.0,8pin(x2),Enthusiast,2014,
Radeon R7 360,1050,6500(1625),768 SP; 48 TMU; 16 ROP,Bonaire,2048,128,16800,50400,1612800,104000,768,50400,DX12,GDDR5,28nm,2.08b,PCIe3.0,no,Lower Mainstream,2015,
Radeon R7 370,975,5600(1400),1024 SP; 64 TMU; 32 ROP,Pitcairn,2048-4096,256,31200,62400,1996800,179200,1024,62400,DX12,GDDR5,28nm,2.8b,PCIe3.0,6pin,Mainstream,2015,
Radeon R9 370X,1000,5600(1400),1280 SP; 80 TMU; 32 ROP,Pitcairn,2048-4096,256,32000,80000,2560000,179200,1280,80000,DX12,GDDR5,28nm,2.8b,PCIe3.0,6pin,Mainstream,2015,
Radeon R9 380,970,5500(1375),1792 SP; 112 TMU; 32 ROP,Tonga,2048-4096,256,31040,108640,3476480,176000,1792,108640,DX12,GDDR5,28nm,5b,PCIe3.0,6pin(x2),Mainstream,2015,
Radeon R9 380X,970,5500(1375),2048 SP; 128 TMU; 32 ROP,Tonga,4096,256,31040,124160,3973120,176000,2048,124160,DX12,GDDR5,28nm,5b,PCIe3.0,6pin(x2),Upper Mainstream,2015,
Radeon R9 390,1000,6000(1500),2560 SP; 160 TMU; 64 ROP,Hawaii,8192,512,64000,160000,5120000,384000,2560,160000,DX12,GDDR5,28nm,6.2b,PCIe3.0,8pin(x2),Highend,2015,
Radeon R9 390X,1050,6000(1500),2816 SP; 176 TMU; 64 ROP,Hawaii,8192,512,67200,184800,5913600,384000,2816,184800,DX12,GDDR5,28nm,6.2b,PCIe3.0,8pin(x2),Highend,2015,
Radeon R9 Nano,1000,1000(500),4096 SP; 256 TMU; 64 ROP,Fiji,4096,4096,64000,256000,8192000,512000,4096,256000,DX12,HBM,28nm,8.9b,PCIe3.0,8pin,Enthusiast,2015,
Radeon R9 Fury,1000,1000(500),3584 SP; 224 TMU; 64 ROP,Fiji,4096,4096,64000,224000,7168000,512000,3584,224000,DX12,HBM,28nm,8.9b,PCIe3.0,8pin(x2),Enthusiast,2015,First to use High Bandwidth Memory (HBM).
Radeon R9 Fury X,1050,1000(500),4096 SP; 256 TMU; 64 ROP,Fiji,4096,4096,67200,268800,8601600,512000,4096,268800,DX12,HBM,28nm,8.9b,PCIe3.0,8pin(x2),Enthusiast,2015,First to use High Bandwidth Memory (HBM).
Radeon R9 Pro Duo,1000,1000(500),4096 SP; 265 TMU: 64 ROP(x2),Fiji,4096,4096(x2),64000(x2),256000(x2),8192000(x2),512000(x2),4096(x2),256000(x2),DX12,HBM,28nm,8.9b(x2),PCIe3.0,8pin(x3),Enthusiast,2016,
Radeon RX 460,1090-1200,7000(1750),896 SP; 56 TMU; 16 ROP,Polaris 11,4096,128,19200,67200,2150400,112000,896,67200,DX12,GDDR5,14nm,3b,PCIe3.0,no,Lower Mainstream,2016,
Radeon RX 470D,926-1206,6600(1650),1792 SP; 112 TMU; 32 ROP,Polaris 10,4096,256,38592,135072,4322304,211200,1792,135072,DX12,GDDR5,14nm,5.7b,PCIe3.0,6pin,,2016,Chinese market only.
Radeon RX 470,926-1206,6600(1650),2048 SP; 128 TMU; 32 ROP,Polaris 10,4096-8192,256,38592,154368,4939776,211200,2048,154368,DX12,GDDR5,14nm,5.7b,PCIe3.0,6pin,Mainstream,2016,
Radeon RX 480,1120-1266,"7000(1750), 8000(2000)",2304 SP; 144 TMU; 32 ROP,Polaris 10,4096-8192,256,40512,182304,5833728,256000,2304,182304,DX12,GDDR5,14nm,5.7b,PCIe3.0,6pin,Upper Mainstream,2016,
Radeon RX 540,1219,6000(1500),512 SP; 32 TMU; 16 ROP,Lexa,2048-4096,128,19504,39008,1248256,96000,512,39008,DX12,GDDR5,14nm,2.2b,PCIe3.0,no,OEM,,
Radeon RX 550,1100-1183,7000(1750),512 SP; 32 TMU; 16 ROP,Lexa,2048-4096,128,18928,37856,1211392,112000,512,37856,DX12,GDDR5,14nm,2.2b,PCIe3.0,no,Upper Budget,2017,
Radeon RX 560,1175-1275,7000(1750),1024 SP; 64 TMU; 16 ROP,Polaris 21,2048-4096,128,20400,81600,2611200,112000,1024,81600,DX12,GDDR5,14nm,3b,PCIe3.0,no,Upper Budget,2017,
-Radeon RX 560,1175-1275,7000(1750),896 SP; 56 TMU; 16 ROP,Polaris 21,2048-4096,128,20400,71400,2284800,112000,1024,71400,DX12,GDDR5,14nm,3b,PCIe3.0,no,Upper Budget,2017,
Radeon RX 560XT,973-1073,6600(1650),1792 SP; 112 TMU; 32 ROP,Polaris 20,4096,256,34336,120176,3845632,211200,1792,120176,DX12,GDDR,14nm,5.7nm,PCIe3.0,6pin,,2019,Chinese market only.
Radeon RX 570,1168-1244,7000(1750),2048 SP; 128 TMU; 32 ROP,Polaris 20,4096-8192,256,39808,159232,5095424,224000,2048,159232,DX12,GDDR5,14nm,5.7b,PCIe3.0,6pin,Mainstream,2017,
Radeon RX 580,1257-1340,8000(2000),2304 SP; 144 TMU; 32 ROP,Polaris 20,4096-8192,256,42880,192960,6174720,256000,2304,192960,DX12,GDDR5,14nm,5.7b,PCIe3.0,6pin,Upper Mainstream,2017,
-Radeon RX 580,1168-1284,7000(1750),2048 SP; 128 TMU; 32 ROP,Polaris 20,4096,256,41088,164352,5259264,224000,2048,164352,DX12,GDDR5,14nm,5.7b,PCIe3.0,6pin,,2018,Chinese market only.
Radeon RX 590,1469-1545,8000(2000),2304 SP; 144 TMU; 32 ROP,Polaris 30,8192,256,49440,222480,7119360,256000,2304,222480,DX12,GDDR5,12nm,5.7b,PCIe3.0,6pin,Upper Mainstream,2018,
Radeon RX Vega 56,1156-1471,1600(800),3584 SP; 224 TMU; 64 ROP,Vega 10,8192,2048,94144,329504,10544128,409600,3584,329504,DX12,HBM2,14nm,12.5b,PCIe3.0,8pin(x2),Highend,2017,
Radeon RX Vega 64,1247-1546,1890(945),4096 SP; 256 TMU; 64 ROP,Vega 10,8192,2048,98944,395776,12664832,483840,4096,395776,DX12,HBM2,14nm,12.5b,PCIe3.0,8pin(x2),Enthusiast,2017,
Radeon RX Vega 64 (Liquid),1406-1677,1890(945),4096 SP; 256 TMU; 64 ROP,Vega 10,8192,2048,107328,429312,13737984,483840,4096,429312,DX12,HBM2,14nm,12.5b,PCIe3.0,8pin(x2),Extreme,2017,
Radeon VII,1400-1750,2000(1000),3840 SP; 240 TMU; 64 ROP,Vega 20,16384,4096,112000,420000,13440000,1024000,3840,420000,DX12,HBM2,7nm,13.2b,PCIe3.0,8pin(x2),Extreme,2019,
Radeon RX 5300,1327-1448-1645,14000(3500),1408 SP; 88 TMU; 32 ROP,Navi 14,3072,96,52640,144760,4632320,168000,1408,144760,DX12,GDDR6,7nm,6.4b,PCIe4.0,no,OEM,2020,
Radeon RX 5300XT,1670-1717-1845,7000(1750),1408 SP; 88 TMU; 32 ROP,Navi 14,4096,128,59040,162360,5195520,112000,1408,162360,DX12,GDDR5,7nm,6.4b,PCIe4.0,no,OEM,2019,
Radeon RX 5500XT,1607-1717-1845,14000(3500),1408 SP; 88 TMU; 32 ROP,Navi 14,4096-8192,128,59040,162360,5195520,224000,1408,162360,DX12,GDDR6,7nm,6.4b,PCIe4.0,no,Mainstream,2019,
Radeon RX 5600XT,1130-1375-1560,12000(3000)-14000(3500),2304 SP; 144 TMU; 64 ROP,Navi 10,6144,192,99840,224640,7188480,336000,2304,224640,DX12,GDDR6,7nm,10.3b,PCIe4.0,8pin,Upper Mainstream,2020,
Radeon RX 5700,1465-1625-1725,14000(3500),2304 SP; 144 TMU; 64 ROP,Navi 10,8192,256,110400,248400,7948800,448000,2304,248400,DX12,GDDR6,7nm,10.3b,PCIe4.0,6+8pin,Highend,2019,
Radeon RX 5700XT,1605-1755-1905,14000(3500),2560 SP; 160 TMU; 64 ROP,Navi 10,8192,256,121920,304800,9753600,448000,2560,304800,DX12,GDDR6,7nm,10.3b,PCIe4.0,6+8pin,Highend,2019,
Radeon RX 6500XT,2310-2610-2815,18000(4500),1024 SP; 64 TMU; 32 ROP,Navi 24,4096,64,90080,180160,5765120,144000,1024,180160,DX12U,GDDR6,6nm,5.4nm,PCIe4.0,6pin,Mainstream,2022,
Radeon RX 6600,1626-2044-2491,14000(3500),1792 SP; 112 TMU; 64 ROP,Navi 23,8192,128,159424,278992,8927744,224000,1792,278992,DX12U,GDDR6,7nm,11.1b,PCIe4.0,8pin,Highend,2021,
Radeon RX 6600XT,1968-2359-2589,16000(4000),2048 SP; 128 TMU; 64 ROP,Navi 23,8192,128,165696,331392,10604544,256000,2048,331392,DX12U,GDDR6,7nm,11.1b,PCIe4.0,8pin,Highend,2021,
Radeon RX 6650XT,2055-2410-2635,18000(4500),2048 SP; 128 TMU; 64 ROP,Navi 23,8192,128,168640,337280,10792960,288000,2048,337280,DX12U,GDDR6,7nm,11.1b,PCIe4.0,8pin,Highend,2022,
Radeon RX 6700,1941-2174-2450,16000(4000),2304 SP; 144 TMU; 64 ROP,Navi 22,10240,160,156800,352800,11289600,320000,2560,352800,DX12U,GDDR6,7nm,17.2b,PCIe4.0,8pin,Enthusiast,2021,
Radeon RX 6700XT,2321-2424-2581,16000(4000),2560 SP; 160 TMU; 64 ROP,Navi 22,12288,192,165184,412960,13214720,384000,2560,412960,DX12U,GDDR6,7nm,17.2b,PCIe4.0,6+8pin,Enthusiast,2021,
Radeon RX 6750XT,2150-2495-2600,18000(4500),2560 SP; 160 TMU; 64 ROP,Navi 22,12288,192,166400,416000,13312000,432000,2560,416000,DX12U,GDDR6,7nm,17.2b,PCIe4.0,8pin(x2),Enthusiast,2022,
Radeon RX 6800,1700-1815-2105,16000(4000),3840 SP; 240 TMU; 96 ROP,Navi 21,16384,256,202080,505200,16166400,512000,3840,505200,DX12U,GDDR6,7nm,26.8b,PCIe4.0,8pin(x2),Enthusiast,2020,
Radeon RX 6800XT,1825-2015-2250,16000(4000),4608 SP; 288 TMU; 128 ROP,Navi 21,16384,256,288000,648000,20736000,512000,4608,648000,DX12U,GDDR6,7nm,26.8b,PCIe4.0,8pin(x2),Enthusiast,2020,
Radeon RX 6900XT,1825-2015-2250,16000(4000),5120 SP; 320 TMU; 128 ROP,Navi 21,16384,256,288000,720000,23040000,512000,5120,720000,DX12U,GDDR6,7nm,26.8b,PCIe4.0,8pin(x2),Extreme,2020,
Radeon RX 6950XT,1860-2100-2310,18000(4500),5120 SP; 320 TMU; 128 ROP,Navi 21,16384,256,295680,739200,23654400,576000,5120,739200,DX12U,GDDR6,7nm,26.8b,PCIe4.0,8pin(x2),Extreme,2022,
Radeon RX 7600,1720-2250-2655,18000(4500),2048 SP; 128 TMU; 64 ROP,Navi 33,8192,128,169920,339840,10874880,288000,2048,339840,DX12U,GDDR6,5nm,13.3b,PCIe4.0,6pin,Upper Mainstream,2023,
Radeon RX 7700XT,1435-2161-2544,18000(4500),3456 SP; 216 TMU; 96 ROP,Navi 32,12228,192,244224,549504,17584128,432000,3456,549504,DX12U,GDDR6,5nm,28.1b,PCIe4.0,8pin(x2),Highend,2023,
Radeon RX 7800XT,1700-2124-2430,19504(4876),3840 SP; 240 TMU; 96 ROP,Navi 32,16384,256,233280,583200,18662400,624128,3840,583200,DX12U,GDDR6,5nm,28.1b,PCIe4.0,8pin(x2),Enthusiast,2023,
Radeon RX 7900XT,1500-2025-2394,20000(5000),5376 SP; 336 TMU; 192 ROP,Navi 31,20480,320,459648,804384,25740288,800000,5376,804384,DX12U,GDDR6,5nm,58b,PCIe4.0,8pin(x2),Extreme,2022,
Radeon RX 7900XTX,1855-2269-2499,20000(5000),6144 SP; 384 TMU; 192 ROP,Navi 31,24576,384,479808,959616,30707712,960000,6144,959616,DX12U,GDDR6,5nm,58b,PCIe4.0,8pin(x2),Extreme,2022,
,,,,,,,,,,,,,,,,,,,,,
,Market Tier Hierarchy: Extreme>>Enthusiast >> Highend >> Upper Mainstream >> Mainstream >> Lower Mainstream >> Upper Budget >> Budget,,,,,,,,,,,,,,,,,,,,
,NOTE: An (?) indicates unknown or rumored specifications.,,,,,,,,,,,,,,,,,,,,
,"*Core configuration shown as Pixel Pipelines (PP) or Stream Processors (SP), Texture Mapping Units (TMU), and Raster Operation Processors (ROP).",,,,,,,,,,,,,,,,,,,,
,* Memory type is subject to inaccuracies due to varying configurations and limited available information. What's given should be considered an approximation of what's used.,,,,,,,,,,,,,,,,,,,,
